+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                             ;
+-------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                         ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; inst3|mm_interconnect_0|onchip_data_memory_cpu0_s1_translator_avalon_universal_slave_0_agent_rsp_fifo             ; 143   ; 39             ; 0            ; 39             ; 102    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|mm_interconnect_0|onchip_data_memory_cpu0_s1_translator_avalon_universal_slave_0_agent|uncompressor         ; 35    ; 1              ; 0            ; 1              ; 33     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|mm_interconnect_0|onchip_data_memory_cpu0_s1_translator_avalon_universal_slave_0_agent                      ; 292   ; 39             ; 51           ; 39             ; 301    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|mm_interconnect_0|jtag_uart0_avalon_jtag_slave_translator_avalon_universal_slave_0_agent_rsp_fifo           ; 143   ; 39             ; 0            ; 39             ; 102    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|mm_interconnect_0|jtag_uart0_avalon_jtag_slave_translator_avalon_universal_slave_0_agent|uncompressor       ; 35    ; 1              ; 0            ; 1              ; 33     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|mm_interconnect_0|jtag_uart0_avalon_jtag_slave_translator_avalon_universal_slave_0_agent                    ; 292   ; 39             ; 51           ; 39             ; 301    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|mm_interconnect_0|timer0_s1_translator_avalon_universal_slave_0_agent_rsp_fifo                              ; 143   ; 39             ; 0            ; 39             ; 102    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|mm_interconnect_0|timer0_s1_translator_avalon_universal_slave_0_agent|uncompressor                          ; 35    ; 1              ; 0            ; 1              ; 33     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|mm_interconnect_0|timer0_s1_translator_avalon_universal_slave_0_agent                                       ; 292   ; 39             ; 51           ; 39             ; 301    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|mm_interconnect_0|onchip_instruction_memory0_s1_translator_avalon_universal_slave_0_agent_rsp_fifo          ; 143   ; 39             ; 0            ; 39             ; 102    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|mm_interconnect_0|onchip_instruction_memory0_s1_translator_avalon_universal_slave_0_agent|uncompressor      ; 35    ; 1              ; 0            ; 1              ; 33     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|mm_interconnect_0|onchip_instruction_memory0_s1_translator_avalon_universal_slave_0_agent                   ; 292   ; 39             ; 51           ; 39             ; 301    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|mm_interconnect_0|cpu0_jtag_debug_module_translator_avalon_universal_slave_0_agent_rsp_fifo                 ; 143   ; 39             ; 0            ; 39             ; 102    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|mm_interconnect_0|cpu0_jtag_debug_module_translator_avalon_universal_slave_0_agent|uncompressor             ; 35    ; 1              ; 0            ; 1              ; 33     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|mm_interconnect_0|cpu0_jtag_debug_module_translator_avalon_universal_slave_0_agent                          ; 292   ; 39             ; 51           ; 39             ; 301    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|mm_interconnect_0|cpu1_instruction_master_translator_avalon_universal_master_0_agent                        ; 180   ; 40             ; 82           ; 40             ; 135    ; 40              ; 40            ; 40              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|mm_interconnect_0|cpu1_data_master_translator_avalon_universal_master_0_agent                               ; 180   ; 40             ; 82           ; 40             ; 135    ; 40              ; 40            ; 40              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|mm_interconnect_0|cpu0_data_master_translator_avalon_universal_master_0_agent                               ; 180   ; 40             ; 82           ; 40             ; 135    ; 40              ; 40            ; 40              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|mm_interconnect_0|cpu0_instruction_master_translator_avalon_universal_master_0_agent                        ; 180   ; 40             ; 82           ; 40             ; 135    ; 40              ; 40            ; 40              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|mm_interconnect_0|onchip_data_memory_cpu1_s1_translator                                                     ; 103   ; 8              ; 4            ; 8              ; 88     ; 8               ; 8             ; 8               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|mm_interconnect_0|fifo_mem_out_translator                                                                   ; 103   ; 6              ; 18           ; 6              ; 35     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|mm_interconnect_0|onchip_instruction_memory1_s1_translator                                                  ; 103   ; 8              ; 5            ; 8              ; 87     ; 8               ; 8             ; 8               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|mm_interconnect_0|jtag_uart1_avalon_jtag_slave_translator                                                   ; 103   ; 6              ; 21           ; 6              ; 70     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|mm_interconnect_0|timer1_s1_translator                                                                      ; 87    ; 23             ; 35           ; 23             ; 55     ; 23              ; 23            ; 23              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|mm_interconnect_0|cpu1_jtag_debug_module_translator                                                         ; 103   ; 6              ; 10           ; 6              ; 82     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|mm_interconnect_0|fifo_mem_in_csr_translator                                                                ; 103   ; 7              ; 16           ; 7              ; 71     ; 7               ; 7             ; 7               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|mm_interconnect_0|fifo_mem_in_translator                                                                    ; 103   ; 38             ; 18           ; 38             ; 67     ; 38              ; 38            ; 38              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|mm_interconnect_0|sysid_control_slave_translator                                                            ; 103   ; 7              ; 18           ; 7              ; 35     ; 7               ; 7             ; 7               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|mm_interconnect_0|onchip_data_memory_cpu0_s1_translator                                                     ; 103   ; 8              ; 4            ; 8              ; 88     ; 8               ; 8             ; 8               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|mm_interconnect_0|jtag_uart0_avalon_jtag_slave_translator                                                   ; 103   ; 6              ; 21           ; 6              ; 70     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|mm_interconnect_0|timer0_s1_translator                                                                      ; 87    ; 23             ; 35           ; 23             ; 55     ; 23              ; 23            ; 23              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|mm_interconnect_0|onchip_instruction_memory0_s1_translator                                                  ; 103   ; 8              ; 5            ; 8              ; 87     ; 8               ; 8             ; 8               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|mm_interconnect_0|cpu0_jtag_debug_module_translator                                                         ; 103   ; 6              ; 10           ; 6              ; 82     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|mm_interconnect_0|cpu1_instruction_master_translator                                                        ; 104   ; 52             ; 0            ; 52             ; 95     ; 52              ; 52            ; 52              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|mm_interconnect_0|cpu1_data_master_translator                                                               ; 104   ; 13             ; 0            ; 13             ; 95     ; 13              ; 13            ; 13              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|mm_interconnect_0|cpu0_data_master_translator                                                               ; 104   ; 13             ; 0            ; 13             ; 95     ; 13              ; 13            ; 13              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|mm_interconnect_0|cpu0_instruction_master_translator                                                        ; 104   ; 52             ; 0            ; 52             ; 95     ; 52              ; 52            ; 52              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|mm_interconnect_0                                                                                           ; 550   ; 0              ; 0            ; 0              ; 628    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|onchip_data_memory_cpu1|the_altsyncram|auto_generated|mux2                                                  ; 130   ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|onchip_data_memory_cpu1|the_altsyncram|auto_generated|decode3                                               ; 3     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|onchip_data_memory_cpu1|the_altsyncram|auto_generated                                                       ; 54    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|onchip_data_memory_cpu1                                                                                     ; 57    ; 0              ; 1            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|fifo_mem|the_scfifo_with_controls|the_scfifo|single_clock_fifo|auto_generated|dpfifo|wr_ptr                 ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|fifo_mem|the_scfifo_with_controls|the_scfifo|single_clock_fifo|auto_generated|dpfifo|rd_ptr_count           ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|fifo_mem|the_scfifo_with_controls|the_scfifo|single_clock_fifo|auto_generated|dpfifo|FIFOram|altsyncram1    ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|fifo_mem|the_scfifo_with_controls|the_scfifo|single_clock_fifo|auto_generated|dpfifo|FIFOram                ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|fifo_mem|the_scfifo_with_controls|the_scfifo|single_clock_fifo|auto_generated|dpfifo|fifo_state|count_usedw ; 5     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|fifo_mem|the_scfifo_with_controls|the_scfifo|single_clock_fifo|auto_generated|dpfifo|fifo_state             ; 5     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|fifo_mem|the_scfifo_with_controls|the_scfifo|single_clock_fifo|auto_generated|dpfifo                        ; 37    ; 0              ; 0            ; 0              ; 38     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|fifo_mem|the_scfifo_with_controls|the_scfifo|single_clock_fifo|auto_generated                               ; 36    ; 0              ; 0            ; 0              ; 38     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|fifo_mem|the_scfifo_with_controls|the_scfifo                                                                ; 36    ; 0              ; 0            ; 0              ; 38     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|fifo_mem|the_scfifo_with_controls                                                                           ; 73    ; 0              ; 0            ; 0              ; 67     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|fifo_mem                                                                                                    ; 73    ; 0              ; 0            ; 0              ; 67     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|sysid                                                                                                       ; 3     ; 20             ; 2            ; 20             ; 32     ; 20              ; 20            ; 20              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|onchip_data_memory_cpu0|the_altsyncram|auto_generated|mux2                                                  ; 130   ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|onchip_data_memory_cpu0|the_altsyncram|auto_generated|decode3                                               ; 3     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|onchip_data_memory_cpu0|the_altsyncram|auto_generated                                                       ; 54    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|onchip_data_memory_cpu0                                                                                     ; 57    ; 0              ; 1            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|onchip_instruction_memory1|the_altsyncram|auto_generated|mux2                                               ; 65    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|onchip_instruction_memory1|the_altsyncram|auto_generated|decode3                                            ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|onchip_instruction_memory1|the_altsyncram|auto_generated                                                    ; 53    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|onchip_instruction_memory1                                                                                  ; 56    ; 0              ; 1            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|onchip_instruction_memory0|the_altsyncram|auto_generated|mux2                                               ; 65    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|onchip_instruction_memory0|the_altsyncram|auto_generated|decode3                                            ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|onchip_instruction_memory0|the_altsyncram|auto_generated                                                    ; 53    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|onchip_instruction_memory0                                                                                  ; 56    ; 0              ; 1            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|jtag_uart1|the_SoC_jtag_uart0_scfifo_r|rfifo|auto_generated|dpfifo|wr_ptr                                   ; 4     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|jtag_uart1|the_SoC_jtag_uart0_scfifo_r|rfifo|auto_generated|dpfifo|rd_ptr_count                             ; 4     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|jtag_uart1|the_SoC_jtag_uart0_scfifo_r|rfifo|auto_generated|dpfifo|FIFOram|altsyncram1                      ; 24    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|jtag_uart1|the_SoC_jtag_uart0_scfifo_r|rfifo|auto_generated|dpfifo|FIFOram                                  ; 24    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|jtag_uart1|the_SoC_jtag_uart0_scfifo_r|rfifo|auto_generated|dpfifo|fifo_state|count_usedw                   ; 5     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|jtag_uart1|the_SoC_jtag_uart0_scfifo_r|rfifo|auto_generated|dpfifo|fifo_state                               ; 5     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|jtag_uart1|the_SoC_jtag_uart0_scfifo_r|rfifo|auto_generated|dpfifo                                          ; 13    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|jtag_uart1|the_SoC_jtag_uart0_scfifo_r|rfifo|auto_generated                                                 ; 12    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|jtag_uart1|the_SoC_jtag_uart0_scfifo_r                                                                      ; 13    ; 0              ; 1            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|jtag_uart1|the_SoC_jtag_uart0_scfifo_w|wfifo|auto_generated|dpfifo|wr_ptr                                   ; 4     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|jtag_uart1|the_SoC_jtag_uart0_scfifo_w|wfifo|auto_generated|dpfifo|rd_ptr_count                             ; 4     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|jtag_uart1|the_SoC_jtag_uart0_scfifo_w|wfifo|auto_generated|dpfifo|FIFOram|altsyncram1                      ; 24    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|jtag_uart1|the_SoC_jtag_uart0_scfifo_w|wfifo|auto_generated|dpfifo|FIFOram                                  ; 24    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|jtag_uart1|the_SoC_jtag_uart0_scfifo_w|wfifo|auto_generated|dpfifo|fifo_state|count_usedw                   ; 5     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|jtag_uart1|the_SoC_jtag_uart0_scfifo_w|wfifo|auto_generated|dpfifo|fifo_state                               ; 5     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|jtag_uart1|the_SoC_jtag_uart0_scfifo_w|wfifo|auto_generated|dpfifo                                          ; 13    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|jtag_uart1|the_SoC_jtag_uart0_scfifo_w|wfifo|auto_generated                                                 ; 12    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|jtag_uart1|the_SoC_jtag_uart0_scfifo_w                                                                      ; 12    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|jtag_uart1                                                                                                  ; 38    ; 10             ; 23           ; 10             ; 34     ; 10              ; 10            ; 10              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|jtag_uart0|the_SoC_jtag_uart0_scfifo_r|rfifo|auto_generated|dpfifo|wr_ptr                                   ; 4     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|jtag_uart0|the_SoC_jtag_uart0_scfifo_r|rfifo|auto_generated|dpfifo|rd_ptr_count                             ; 4     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|jtag_uart0|the_SoC_jtag_uart0_scfifo_r|rfifo|auto_generated|dpfifo|FIFOram|altsyncram1                      ; 24    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|jtag_uart0|the_SoC_jtag_uart0_scfifo_r|rfifo|auto_generated|dpfifo|FIFOram                                  ; 24    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|jtag_uart0|the_SoC_jtag_uart0_scfifo_r|rfifo|auto_generated|dpfifo|fifo_state|count_usedw                   ; 5     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|jtag_uart0|the_SoC_jtag_uart0_scfifo_r|rfifo|auto_generated|dpfifo|fifo_state                               ; 5     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|jtag_uart0|the_SoC_jtag_uart0_scfifo_r|rfifo|auto_generated|dpfifo                                          ; 13    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|jtag_uart0|the_SoC_jtag_uart0_scfifo_r|rfifo|auto_generated                                                 ; 12    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|jtag_uart0|the_SoC_jtag_uart0_scfifo_r                                                                      ; 13    ; 0              ; 1            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|jtag_uart0|the_SoC_jtag_uart0_scfifo_w|wfifo|auto_generated|dpfifo|wr_ptr                                   ; 4     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|jtag_uart0|the_SoC_jtag_uart0_scfifo_w|wfifo|auto_generated|dpfifo|rd_ptr_count                             ; 4     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|jtag_uart0|the_SoC_jtag_uart0_scfifo_w|wfifo|auto_generated|dpfifo|FIFOram|altsyncram1                      ; 24    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|jtag_uart0|the_SoC_jtag_uart0_scfifo_w|wfifo|auto_generated|dpfifo|FIFOram                                  ; 24    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|jtag_uart0|the_SoC_jtag_uart0_scfifo_w|wfifo|auto_generated|dpfifo|fifo_state|count_usedw                   ; 5     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|jtag_uart0|the_SoC_jtag_uart0_scfifo_w|wfifo|auto_generated|dpfifo|fifo_state                               ; 5     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|jtag_uart0|the_SoC_jtag_uart0_scfifo_w|wfifo|auto_generated|dpfifo                                          ; 13    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|jtag_uart0|the_SoC_jtag_uart0_scfifo_w|wfifo|auto_generated                                                 ; 12    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|jtag_uart0|the_SoC_jtag_uart0_scfifo_w                                                                      ; 12    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|jtag_uart0                                                                                                  ; 38    ; 10             ; 23           ; 10             ; 34     ; 10              ; 10            ; 10              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|timer1                                                                                                      ; 23    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|timer0                                                                                                      ; 23    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|cpu1|the_SoC_cpu1_nios2_oci|the_SoC_cpu1_jtag_debug_module_wrapper|the_SoC_cpu1_jtag_debug_module_sysclk    ; 43    ; 0              ; 0            ; 0              ; 51     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|cpu1|the_SoC_cpu1_nios2_oci|the_SoC_cpu1_jtag_debug_module_wrapper|the_SoC_cpu1_jtag_debug_module_tck       ; 130   ; 0              ; 1            ; 0              ; 43     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|cpu1|the_SoC_cpu1_nios2_oci|the_SoC_cpu1_jtag_debug_module_wrapper                                          ; 123   ; 0              ; 0            ; 0              ; 53     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|cpu1|the_SoC_cpu1_nios2_oci|the_SoC_cpu1_nios2_oci_im                                                       ; 97    ; 36             ; 93           ; 36             ; 48     ; 36              ; 36            ; 36              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|cpu1|the_SoC_cpu1_nios2_oci|the_SoC_cpu1_nios2_oci_pib                                                      ; 39    ; 20             ; 38           ; 20             ; 19     ; 20              ; 20            ; 20              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|cpu1|the_SoC_cpu1_nios2_oci|the_SoC_cpu1_nios2_oci_fifo|the_SoC_cpu1_oci_test_bench                         ; 36    ; 0              ; 36           ; 0              ; 0      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|cpu1|the_SoC_cpu1_nios2_oci|the_SoC_cpu1_nios2_oci_fifo|the_SoC_cpu1_nios2_oci_fifo_cnt_inc                 ; 5     ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|cpu1|the_SoC_cpu1_nios2_oci|the_SoC_cpu1_nios2_oci_fifo|the_SoC_cpu1_nios2_oci_fifo_wrptr_inc               ; 4     ; 2              ; 0            ; 2              ; 4      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|cpu1|the_SoC_cpu1_nios2_oci|the_SoC_cpu1_nios2_oci_fifo|the_SoC_cpu1_nios2_oci_compute_input_tm_cnt         ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|cpu1|the_SoC_cpu1_nios2_oci|the_SoC_cpu1_nios2_oci_fifo                                                     ; 151   ; 0              ; 65           ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|cpu1|the_SoC_cpu1_nios2_oci|the_SoC_cpu1_nios2_oci_dtrace|SoC_cpu1_nios2_oci_trc_ctrl_td_mode               ; 9     ; 0              ; 6            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst3|cpu1|the_SoC_cpu1_nios2_oci|the_SoC_cpu1_nios2_oci_dtrace                                                   ; 104   ; 0              ; 93           ; 0              ; 72     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
